タイトル,請求記号,出版年,形態,Description,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
dcterms:title,dcndl:callNumber,dcterms:issued,dcterms:extent,dcterms:description,iiif viewer,bibo:identifier,dcterms:isPartOf,dcterms:relation,dcterms:rights,foaf:thumbnail,rdfs:seeAlso,sc:attributionLabel,sc:viewingDirection,sc:viewingHint,uterms:databaseLabel,uterms:sort,uterms:year,uterms:manifestUri,uterms:searchApiUri,uterms:annotedManifest,uterms:linkToTapas,uterms:rtf,2
"ゲーテ自署付書簡[Letter] 1822 De[zem]ber 29, Weimar [to L. W. Cramer](WA IV-36, S.249対応)",A100:2070,1822,1 leaf ; 25×21 cm. folded to 7×11 cm,https://nakamura196.github.io/goethe/viewer/,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/546bbac1-6736-271d-8fcc-2abb10b95766.json,546bbac1-6736-271d-8fcc-2abb10b95766,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/goethe/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/goethe/document/546bbac1-6736-271d-8fcc-2abb10b95766,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e2cc076448778ff93e37f3737f893f6ac700eede.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1253761,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,ゲーテ自署付書簡,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/546bbac1-6736-271d-8fcc-2abb10b95766/manifest,,,,,2
