書名,注記,請求記号,タイトル（ヨミ）,資料番号/Barcode No.,所蔵図書館室 / Holding Library,書誌ID,巻,メモ,文庫区分,著者・編者・監修者,購入年,出版年,幅・高さ,種別,言語,書名2,出版社,分類1,分類2,解説1,第一中学本,図版番号,開成学校本,キーワード,サイズ,帝国大学本,タイトル2,東京大学本,解説2,解説3,解説4,解説5,解説6,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
dcterms:title,dcterms:description,dcndl:callNumber,dcndl:titleTranscription,dcterms:identifier,dcndl:holdingAgent,dcndl:sourceIdentifier,dcndl:volume,archiveshub:note,uterms:bunko,dcterms:creator,dcterms:date,dcterms:issued,dcterms:extent,dcndl:materialType,dcterms:language,dcterms:alternative,dcterms:publisher,petit:class1,petit:class2,petit:comment1,petit:daiichi,petit:figno,petit:kaisei,petit:keyword,petit:size,petit:teikoku,petit:title2,petit:todai,petit:comment2,petit:comment3,petit:comment4,petit:comment5,petit:comment6,iiif viewer,bibo:identifier,dcterms:isPartOf,dcterms:relation,dcterms:rights,foaf:thumbnail,rdfs:seeAlso,sc:attributionLabel,sc:viewingDirection,sc:viewingHint,uterms:databaseLabel,uterms:sort,uterms:year,uterms:manifestUri,uterms:searchApiUri,uterms:annotedManifest,uterms:linkToTapas,uterms:rtf,1867
朝庭御鷹野之影 二巻,"朝庭御鷹野之影 二巻 / 飯嶋助九郎筆 ; 栄川院, 養川院筆写 ; [春-夏], [秋-冬]. -- [製作者不明], [江戸後期]. -- 絵画2巻 (絵巻) : 彩色 ; 39.4cm.",十:い:44(4),チョウテイ オタカノ ノ カゲ,"3011379892, 3011379900",駒場図書館,2003450235,"[春-夏] ,[秋-冬]",,一高文庫,,,,,,,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b3bd130b-295d-8c41-0d00-c1206feb0076.json,b3bd130b-295d-8c41-0d00-c1206feb0076,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/b3bd130b-295d-8c41-0d00-c1206feb0076,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c9e2709f9d0e06fce067f5cb708422145d9fa723.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/776535,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,chotei-001,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b3bd130b-295d-8c41-0d00-c1206feb0076/manifest,,,,,51
本朝世紀 目録,6丁。,三:い:30,ホンチョウセイキ モクロク,,,,,,,藤原通憲,[江戸時代],[18世紀],29.0×20.6cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0e0b56f7-9f6d-4baa-49b4-175559f54594.json,0e0b56f7-9f6d-4baa-49b4-175559f54594,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/0e0b56f7-9f6d-4baa-49b4-175559f54594,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a36addddbc6e667b0c7819eaee922d42fa7bd7d8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951196,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-001,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0e0b56f7-9f6d-4baa-49b4-175559f54594/manifest,,,,,12
本朝世紀 1 承平五年〈自五月 至六月〉,5丁。宮内庁書陵部伏見宮本(巻1)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460001,三:い:30,ホンチョウセイキ 1,,,,,,,藤原通憲,[江戸時代],[18世紀],29.6×20.6cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ecec314e-0929-2b32-17ca-f71252994dc5.json,ecec314e-0929-2b32-17ca-f71252994dc5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/ecec314e-0929-2b32-17ca-f71252994dc5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/82066dab0eea7b3ec821754c1676c0d38a244387.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951195,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-002,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ecec314e-0929-2b32-17ca-f71252994dc5/manifest,,,,,11
本朝世紀 2 天慶元年〈自七月 至十二月〉,42丁。校訂傍注を多数写し、欠落の空行を設ける(刊本では字数に換算)。,三:い:30,ホンチョウセイキ 2,,,,,,,藤原通憲,[江戸時代],[18世紀],29.6×20.6cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/21b64497-333e-8f50-9095-19fea4e461d7.json,21b64497-333e-8f50-9095-19fea4e461d7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/21b64497-333e-8f50-9095-19fea4e461d7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0a22b5f2941ee8d262a54d3bac0a03e54ac05da8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951194,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-003,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/21b64497-333e-8f50-9095-19fea4e461d7/manifest,,,,,48
本朝世紀 3 天慶二年〈自四月 至閏七月〉,11丁。宮内庁書陵部伏見宮本(巻2)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460002,三:い:30,ホンチョウセイキ 3,,,,,,,藤原通憲,[江戸時代],[18世紀],29.6×20.6cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ddae469f-1e27-466b-3d4a-9aa2e07d2081.json,ddae469f-1e27-466b-3d4a-9aa2e07d2081,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/ddae469f-1e27-466b-3d4a-9aa2e07d2081,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/029e428a92d8f770036efcb3b52459683f592152.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951193,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-004,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ddae469f-1e27-466b-3d4a-9aa2e07d2081/manifest,,,,,17
本朝世紀 4 天慶二年〈自八月 至十二月〉,9丁。,三:い:30,ホンチョウセイキ 4,,,,,,,藤原通憲,[江戸時代],[18世紀],29.5×20.6cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2060d850-5519-2a21-10a8-726779cd0cff.json,2060d850-5519-2a21-10a8-726779cd0cff,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/2060d850-5519-2a21-10a8-726779cd0cff,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bc2fd3062422dc6f2fa040012254cd1d81fd2ca5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951192,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-005,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2060d850-5519-2a21-10a8-726779cd0cff/manifest,,,,,14
本朝世紀 5 天慶四年〈自七月 至十二月〉,47丁。,三:い:30,ホンチョウセイキ 5,,,,,,,藤原通憲,[江戸時代],[18世紀],29.5×20.7cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0a9d8505-38bd-2d1c-346d-48d36c966286.json,0a9d8505-38bd-2d1c-346d-48d36c966286,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/0a9d8505-38bd-2d1c-346d-48d36c966286,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7af6d4b369a78d5d49b3345b2bfb36dd10e2eb78.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951191,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-006,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0a9d8505-38bd-2d1c-346d-48d36c966286/manifest,,,,,53
本朝世紀 6 天慶五年〈三月 四月〉,24丁。,三:い:30,ホンチョウセイキ 6,,,,,,,藤原通憲,[江戸時代],[18世紀],29.6×21.0cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/da0ed0ed-8fca-37f8-92c7-699756f81907.json,da0ed0ed-8fca-37f8-92c7-699756f81907,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/da0ed0ed-8fca-37f8-92c7-699756f81907,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/093c978113d039d443da09e050bdaa671a467c4b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951190,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-007,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/da0ed0ed-8fca-37f8-92c7-699756f81907/manifest,,,,,30
本朝世紀 7 天慶五年〈自二月 至五月〉,6丁。,三:い:30,ホンチョウセイキ 7,,,,,,,藤原通憲,[江戸時代],[18世紀],29.6×20.9cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/bd799d9b-5e87-071e-2fd0-187469780a44.json,bd799d9b-5e87-071e-2fd0-187469780a44,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/bd799d9b-5e87-071e-2fd0-187469780a44,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bb10aaa44162e2862e40c97d527e912078e28dd4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951189,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-008,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bd799d9b-5e87-071e-2fd0-187469780a44/manifest,,,,,12
本朝世紀 8 天慶五年〈自五月 至六月〉,8丁。,三:い:30,ホンチョウセイキ 8,,,,,,,藤原通憲,[江戸時代],[18世紀],29.6×20.7cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/30d3683e-1d05-2c16-317d-d45c2733602c.json,30d3683e-1d05-2c16-317d-d45c2733602c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/30d3683e-1d05-2c16-317d-d45c2733602c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/08f71576fa0a4e6c312fdca709ad6bbf5bb91b10.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951188,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-009,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/30d3683e-1d05-2c16-317d-d45c2733602c/manifest,,,,,14
本朝世紀 9 天慶八年〈自七月 至十二月〉,19丁。12月11日条に脱行注記あり(刊本にもあり)。,三:い:30,ホンチョウセイキ 9,,,,,,,藤原通憲,[江戸時代],[18世紀],29.7×20.8cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2637115b-621a-99e5-5c9f-255189e842a1.json,2637115b-621a-99e5-5c9f-255189e842a1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/2637115b-621a-99e5-5c9f-255189e842a1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/827a0a9a1685054f94075a10cbcfd53d3a97e5a2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951187,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-010,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2637115b-621a-99e5-5c9f-255189e842a1/manifest,,,,,26
本朝世紀 10 寛和二年〈自正月 至六月〉,24丁。4月28日条朱頭書「盛明親王」を刊本略す。,三:い:30,ホンチョウセイキ 10,,,,,,,藤原通憲,[江戸時代],[18世紀],29.7×20.8cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4e92a8ea-8baa-1ce8-5b31-d5af3518477b.json,4e92a8ea-8baa-1ce8-5b31-d5af3518477b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/4e92a8ea-8baa-1ce8-5b31-d5af3518477b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c7fda5f2720f8d6dcfd860f2c335455240f594e9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951186,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-011,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4e92a8ea-8baa-1ce8-5b31-d5af3518477b/manifest,,,,,30
本朝世紀 11 正暦元年〈自七月 至十二月〉,28丁。欠損部・行に注記あり。宮内庁書陵部伏見宮本(巻3)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460003,三:い:30,ホンチョウセイキ 11,,,,,,,藤原通憲,[江戸時代],[18世紀],29.8×20.7cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b43ef50e-19c3-53b3-53be-893ee0de2e6e.json,b43ef50e-19c3-53b3-53be-893ee0de2e6e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/b43ef50e-19c3-53b3-53be-893ee0de2e6e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9fe16abb438a82548afa7a093ee610a1f5bea5df.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951185,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-012,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b43ef50e-19c3-53b3-53be-893ee0de2e6e/manifest,,,,,34
本朝世紀 12 正暦四年〈自七月 至十二月〉,27丁。,三:い:30,ホンチョウセイキ 12,,,,,,,藤原通憲,[江戸時代],[18世紀],29.6×20.7cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1c675f96-5680-5ebf-330c-d4dcce5445f7.json,1c675f96-5680-5ebf-330c-d4dcce5445f7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/1c675f96-5680-5ebf-330c-d4dcce5445f7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0a6a27dd91d8aedc239ffa4f2d5a83d4af68373e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951184,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-013,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1c675f96-5680-5ebf-330c-d4dcce5445f7/manifest,,,,,33
本朝世紀 13 正暦五年〈自正月 至六月〉,27丁。,三:い:30,ホンチョウセイキ 13,,,,,,,藤原通憲,[江戸時代],[18世紀],29.7×20.8cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a5ff2488-8d0e-26c1-2e61-4115f11660dc.json,a5ff2488-8d0e-26c1-2e61-4115f11660dc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/a5ff2488-8d0e-26c1-2e61-4115f11660dc,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/616571ac4225bd3d14a457f91fe39232fe962de6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951183,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-014,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a5ff2488-8d0e-26c1-2e61-4115f11660dc/manifest,,,,,33
本朝世紀 14 長徳元年〈自七月 至十二月〉,9丁。祖本での『権記』混入なり、伏見宮本『行成卿記』[伏-3]https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000628740003参照。,三:い:30,ホンチョウセイキ 14,,,,,,,藤原通憲,[江戸時代],[18世紀],29.7×20.8cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/493567c0-69d4-8e73-7463-5fded5a57167.json,493567c0-69d4-8e73-7463-5fded5a57167,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/493567c0-69d4-8e73-7463-5fded5a57167,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e9d67d3b8b344ea23a69e5358a9ebf21ca051bdc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951182,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-015,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/493567c0-69d4-8e73-7463-5fded5a57167/manifest,,,,,15
本朝世紀 15 長保元年〈自二月六日 至三月七日〉,4丁。宮内庁書陵部伏見宮本(巻4)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460004,三:い:30,ホンチョウセイキ 15,,,,,,,藤原通憲,[江戸時代],[18世紀],29.6×20.5cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f927bf8d-1b31-4def-3e7f-1a23609f3d66.json,f927bf8d-1b31-4def-3e7f-1a23609f3d66,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/f927bf8d-1b31-4def-3e7f-1a23609f3d66,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6b3d675395126a4cc8ae1794ba17105e64f28eb5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951181,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-016,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f927bf8d-1b31-4def-3e7f-1a23609f3d66/manifest,,,,,10
本朝世紀 16 長保元年〈自三月八日 至六月廿九日〉,28丁。宮内庁書陵部伏見宮本(巻4)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460004,三:い:30,ホンチョウセイキ 16,,,,,,,藤原通憲,[江戸時代],[18世紀],29.6×20.7cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8aa1db80-4c7d-4ec5-6d2c-da361d271dbd.json,8aa1db80-4c7d-4ec5-6d2c-da361d271dbd,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/8aa1db80-4c7d-4ec5-6d2c-da361d271dbd,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a6274e7e9f151f5058791561ae307eb3554b9a30.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951180,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-017,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8aa1db80-4c7d-4ec5-6d2c-da361d271dbd/manifest,,,,,34
本朝世紀 17 長保四年〈自八月 至十二月〉,17丁。宮内庁書陵部伏見宮本(巻5)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460005,三:い:30,ホンチョウセイキ 17,,,,,,,藤原通憲,[江戸時代],[18世紀],29.7×20.5cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/06412c0b-6a6c-49ea-4f48-3978e8282b41.json,06412c0b-6a6c-49ea-4f48-3978e8282b41,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/06412c0b-6a6c-49ea-4f48-3978e8282b41,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1435de74c9cfafd7d081e44a86558167430e7b05.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951179,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-018,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/06412c0b-6a6c-49ea-4f48-3978e8282b41/manifest,,,,,23
本朝世紀 18 長保五年〈自正月 至六月〉,23丁。宮内庁書陵部伏見宮本(巻6)https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460006。伏見宮本(巻7)長元九年https://shoryobu.kunaicho.go.jp/Toshoryo/Detail/1000646460007は一高本になし。,三:い:30,ホンチョウセイキ 18,,,,,,,藤原通憲,[江戸時代],[18世紀],29.5×20.6cm,和古書,日本語,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fafe71e2-5935-613e-7035-d4a8775b070e.json,fafe71e2-5935-613e-7035-d4a8775b070e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/fafe71e2-5935-613e-7035-d4a8775b070e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/be744c8a7a9e3687cc44e5396ccc9a98131c3676.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/951178,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,第一高等学校旧蔵資料,honchoseiki-019,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fafe71e2-5935-613e-7035-d4a8775b070e/manifest,,,,,29
