書名,注記,請求記号,タイトル（ヨミ）,資料番号/Barcode No.,所蔵図書館室 / Holding Library,書誌ID,巻,メモ,文庫区分,著者・編者・監修者,購入年,出版年,幅・高さ,種別,言語,書名2,出版社,分類1,分類2,解説1,第一中学本,図版番号,開成学校本,キーワード,サイズ,帝国大学本,タイトル2,東京大学本,解説2,解説3,解説4,解説5,解説6,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
PL.90 ARCHITECTURE No.7,,,,,,,,,,,,,,,,,,ARCHITECTURE,No.7,ORDRE DORIQUE._ FAÇADES.,○,PL.90,―,建物正面,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN DE LA FAÇADE D'UN BUREAU D'OCTROI DES ANÇIENNES BARRIÈRES DE PARIS.,"Étude d'un portique d'ordre dorique denticulaire, avec colonnes sans pié destal et ornées de canelures.",,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f3cd97e0-2082-8173-4194-343e70f103e3.json,f3cd97e0-2082-8173-4194-343e70f103e3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/f3cd97e0-2082-8173-4194-343e70f103e3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5d9d9e95cc31c5cfb338236077294860e3380bfb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541597,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-084,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f3cd97e0-2082-8173-4194-343e70f103e3/manifest,,,,,1
PL.91 MÉCANIQUE No.65,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.65,CHARRUE.,○,PL.91,―,鋤/農具| 機械/水車,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN D'UNE CHARRUE A POINTE DE S0C MOBILE.,ROUE HYDRAULIQUE.,DESSIN D'UNE ROUE HYDRAULIQUE AVEC VANNE EN DÉVERSOIR.,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5a66a67d-1275-a516-9171-60276c949529.json,5a66a67d-1275-a516-9171-60276c949529,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/5a66a67d-1275-a516-9171-60276c949529,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1347b92f52a0e2833809e9ce0b8bb0f34a41c6c9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541596,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-085,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5a66a67d-1275-a516-9171-60276c949529/manifest,,,,,1
PL.92 ARCHITECTURE No.8,,,,,,,,,,,,,,,,,,ARCHITECTURE,No.8,FAÇADES.,○,PL.92,―,建物正面,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN SIMPLIFIÉ DE LA FAÇADE DU CONSERVATOIRE DES ARTS ET MÉ TIERS.,Situé Rue Saint Martin à Paris.,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6ab5814c-1e8b-9c25-9525-a205ec6e7771.json,6ab5814c-1e8b-9c25-9525-a205ec6e7771,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/6ab5814c-1e8b-9c25-9525-a205ec6e7771,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/775b4ee0a26e6c8b489ce9e067dead7a684f3ade.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541595,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-086,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6ab5814c-1e8b-9c25-9525-a205ec6e7771/manifest,,,,,1
PL.93 MENUISERIE No.10,,,,,,,,,,,,,,,,,,MENUISERIE,No.10,GRANDES PORTES.,○,PL.93,―,建物/入り口,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN DE LA PORTE COCHÈRE D'UNE MAISON SITUÉE BOULEVART DE LA MADELEINE No. 9 (PARIS),Cette porte est à deux battants. Le battant de droite est muni d'un guichet ou petite porte à un seul battant.,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ec197383-507e-54f0-0c58-f8c2d05c8318.json,ec197383-507e-54f0-0c58-f8c2d05c8318,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/ec197383-507e-54f0-0c58-f8c2d05c8318,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5fe6829a723646022c505ccd6e2f66ad41d98c31.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541594,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-087,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ec197383-507e-54f0-0c58-f8c2d05c8318/manifest,,,,,1
PL.94 ARCHITECTURE No.9,,,,,,,,,,,,,,,,,,ARCHITECTURE,No.9,ORDRES.,○,PL.94,―,柱,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN DÉTAILLÉ DES DIFFÉRENTES PARTIES DE L'ORDRE IONIQUE.,"D'après Vignole (Jacques Barozzio, dit) célèbre architecte italien",,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/04f28660-6149-3ffc-6697-d3e0ea0d8cee.json,04f28660-6149-3ffc-6697-d3e0ea0d8cee,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/04f28660-6149-3ffc-6697-d3e0ea0d8cee,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b735fdab24f4bf73d70263b9c19331911e1fb12c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541593,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-088,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/04f28660-6149-3ffc-6697-d3e0ea0d8cee/manifest,,,,,1
PL.95 MÉCANIQUE No.66,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.66,MOULINS.,○,PL.95,―,製粉機/水力,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,"ENSEMBLE D'UN MOULIN A BLÉ, SYST ÈME AMÉRICAIN ACTIONNÉ PAR UN MOTEUR HYDRAURIQUE.","Ce moulin est muni de quatre paires de meules de 1 mètre 30 centimètres de diamè tre, et mu par une roue à palettes.",,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ae000f3b-811c-29f7-1ece-abdedffe17c2.json,ae000f3b-811c-29f7-1ece-abdedffe17c2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/ae000f3b-811c-29f7-1ece-abdedffe17c2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2fdd0efac845ee34af398e3645da0953c91c4bdc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541592,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-089,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ae000f3b-811c-29f7-1ece-abdedffe17c2/manifest,,,,,1
PL.96 ARCHITECTURE No.10,,,,,,,,,,,,,,,,,,ARCHITECTURE,No.10,ORDRE TOSCAN. _ PORTES.,―,PL.96,―,建物/入り口,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN D'UN PORTIQUE TOSCAN D'APRÈS VIGNOLE.,"avec colonnes sans piédestal, et surmont é d'un Fronton.",,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/152a38ac-96dc-5f17-01e7-f78aaa0a62b2.json,152a38ac-96dc-5f17-01e7-f78aaa0a62b2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/152a38ac-96dc-5f17-01e7-f78aaa0a62b2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/60c802d4a3176ecd6cdd087dd1bf6dddd95fddc5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541591,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-090,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/152a38ac-96dc-5f17-01e7-f78aaa0a62b2/manifest,,,,,1
PL.97 MÉCANIQUE No.67,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.67,MACHINES A VAPEUR.,○,PL.97,―,蒸気機関,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN D'UNE MACHINE A VAPEUR HORIZONTALE CONSTRUITE DANS LES ATELIERS DE Mr. FLAUD INGÉNIEUR M ÉCANICIEN A PARIS.,"Machine à haute pression, à action directe, à détente, de la force de 10 Chevaux.",,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/52245a09-114e-19bf-46ad-9f1d72f879b7.json,52245a09-114e-19bf-46ad-9f1d72f879b7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/52245a09-114e-19bf-46ad-9f1d72f879b7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a9fd939538c0b55f1bbf660e9e47adf3af4c9c96.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541590,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-091,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/52245a09-114e-19bf-46ad-9f1d72f879b7/manifest,,,,,1
PL.98 ARCHITECTURE No.11,,,,,,,,,,,,,,,,,,ARCHITECTURE,No.11,ORDRES.,○,PL.98,―,柱,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN DÉTAILLÉ DES DIFFÉRENTES PARTIES DE L'ORDRE CORINTHIEN.,"d'après Vignole (Jacques Barozzio, dit) célèbre architecte italien",,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6e186fd5-4d15-681f-3f0a-0e8c46d02280.json,6e186fd5-4d15-681f-3f0a-0e8c46d02280,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/6e186fd5-4d15-681f-3f0a-0e8c46d02280,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0f7ad7db7f63383700edc26bc0030e5c648470d1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541589,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-092,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6e186fd5-4d15-681f-3f0a-0e8c46d02280/manifest,,,,,1
PL.99 ARCHITECTURE No.12,,,,,,,,,,,,,,,,,,ARCHITECTURE,No.12,FAÇADES.,○,PL.99,―,建物正面,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN SIMPLIFIÉ DE LA FAÇADE LAT ÉRALE DE LA FONTAINE MOLIÈRE A PARIS.,construite d'après les dessins de Mr.Visconti.,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8542a34b-5d7b-0aa2-484f-64061cb53eb9.json,8542a34b-5d7b-0aa2-484f-64061cb53eb9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/8542a34b-5d7b-0aa2-484f-64061cb53eb9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d81d404770beab40eb8f5b13a61369726af4623b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541588,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-093,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8542a34b-5d7b-0aa2-484f-64061cb53eb9/manifest,,,,,1
PL.100 MÉCANIQUE No.68,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.68,MACHINES A AIR DILATÉ.,○,PL.100,―,機械/内燃機関,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,DESSIN D'UNE MACHINES A AIR DILAT É PAR LA COMBUSTION DES GAZ AU MOYEN DE L'ÉLECTRICITÉ.,Inventée par Mr. LENOIR Ingénieur et construite par Mr. MARINONI mécanicien à Paris.,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/460d1e45-6420-5e4e-6185-241c73f75b9f.json,460d1e45-6420-5e4e-6185-241c73f75b9f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/460d1e45-6420-5e4e-6185-241c73f75b9f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c577d8b48f3a29e4f2335286db4479ad7ccc4e74.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541587,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-094,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/460d1e45-6420-5e4e-6185-241c73f75b9f/manifest,,,,,1
PL.101 ARCHITECTURE No.13,,,,,,,,,,,,,,,,,,ARCHITECTURE,No.13,ORDRES DORIQUE. _ PORTES.,○,PL.101,―,建物/入り口,A3,○,ÉTUDES DE DESSIN AU LAVIS.,―,DESSIN DE LA PORTE D'ENTRÉE D'UNE MAISON SITUÉE RUE LAFFITE (PARIS).,Étude d'un portique dorique avec pié destal d'après Vignole.,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a204937e-0299-4064-7f3f-cc09e78d43d5.json,a204937e-0299-4064-7f3f-cc09e78d43d5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/a204937e-0299-4064-7f3f-cc09e78d43d5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/42a7b99089c5a7ce3369183aa451ecf60ff79415.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541586,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-095,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a204937e-0299-4064-7f3f-cc09e78d43d5/manifest,,,,,1
PL.102 MÉCANIQUE No.69,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.69,POMPE A INCENDIE.,○,PL.102,―,機械/ポンプ,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,Dessin d'une Pompe à incendie à balancier et à cylindres verticaux.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9b375fe0-06ce-7876-1a8b-882661656bcd.json,9b375fe0-06ce-7876-1a8b-882661656bcd,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/9b375fe0-06ce-7876-1a8b-882661656bcd,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6734ef19ca295e194cb61aeff79daeafec80344d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541585,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-096,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9b375fe0-06ce-7876-1a8b-882661656bcd/manifest,,,,,1
PL.103 MÉCANIQUE No.70,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.70,WAGONS,○,PL.103,―,車両/貨車,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,DESSIN D'UN WAGON COUVERT A VOLETS POUR BAGAGES DU CHEMIN DE FER DE L'OUEST.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6296d7e9-25d7-0ec8-6b2d-10a74c671474.json,6296d7e9-25d7-0ec8-6b2d-10a74c671474,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/6296d7e9-25d7-0ec8-6b2d-10a74c671474,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5d6831af31144bb0e51235151f0b1d15197eb5da.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541584,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-097,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6296d7e9-25d7-0ec8-6b2d-10a74c671474/manifest,,,,,1
PL.104 MÉCANIQUE No.71,,,,,,,,,,,,,,,,,,MÉCANIQUE,No.71,TENDERS.,○,PL.104,―,車両/炭水車,A3,―,ÉTUDES DE DESSIN AU LAVIS.,○,DISSIN D'UN TENDER DU CHEMIN DE FER DE L'EST.,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/621e752c-604b-17d1-9311-7f9e1aae9ba1.json,621e752c-604b-17d1-9311-7f9e1aae9ba1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/621e752c-604b-17d1-9311-7f9e1aae9ba1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a83a74c76ad77b6754c4667176f1e665dc2d1832.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541583,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-098,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/621e752c-604b-17d1-9311-7f9e1aae9ba1/manifest,,,,,1
PL.105 (ARCHITECTURE) (No.14),,,,,,,,,,,,,,,,,,(ARCHITECTURE),(No.14),DÉTAILS DES ORDRES D'ARCHITECTURE.,○,PL.105,―,柱,A3,○,-,―,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c3352517-89e1-0dd6-a6d9-8bfb3e744644.json,c3352517-89e1-0dd6-a6d9-8bfb3e744644,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/c3352517-89e1-0dd6-a6d9-8bfb3e744644,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/50b4b168a2530ddc5a4884fdce0ebc50a24913e1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541582,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-099,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c3352517-89e1-0dd6-a6d9-8bfb3e744644/manifest,,,,,1
PL.106 (ARCHITECTURE) (No.15),,,,,,,,,,,,,,,,,,(ARCHITECTURE),(No.15),DÉTAILS DES ORDRES D'ARCHITECTURE.,○,PL.106,―,柱,A3,○,-,―,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/04a6e1fa-9631-824f-3300-dc844f8c9a51.json,04a6e1fa-9631-824f-3300-dc844f8c9a51,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/04a6e1fa-9631-824f-3300-dc844f8c9a51,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2b97b5a6f87a7756071ec47ab4506e14fb4276f1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541581,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-100,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/04a6e1fa-9631-824f-3300-dc844f8c9a51/manifest,,,,,1
PL.107 (ARCHITECTURE) (No.16),,,,,,,,,,,,,,,,,,(ARCHITECTURE),(No.16),DÉTAILS DES ORDRES D'ARCHITECTURE.,○,PL.107,―,柱,A3,○,-,―,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e70ae4d7-1313-50d4-6d54-1ce205cc4780.json,e70ae4d7-1313-50d4-6d54-1ce205cc4780,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/e70ae4d7-1313-50d4-6d54-1ce205cc4780,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ad20555fb53b0d42bd6871bbb187eb3d324749b9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541580,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-101,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e70ae4d7-1313-50d4-6d54-1ce205cc4780/manifest,,,,,1
PL.108 (ARCHITECTURE) (No.17),,,,,,,,,,,,,,,,,,(ARCHITECTURE),(No.17),DÉTAILS DES ORDRES D'ARCHITECTURE.,○,PL.108,―,柱,A3,○,-,―,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6b356c13-2a7d-43d3-3439-66ec29069e6a.json,6b356c13-2a7d-43d3-3439-66ec29069e6a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ichiko/document/6b356c13-2a7d-43d3-3439-66ec29069e6a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/864ebcb3c68044707968d4b5c5df8112a22e410a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/541579,"東京大学大学院総合文化研究科・教養学部 駒場博物館 KOMABA MUSEUM, Graduate School of Arts and Sciences and College of Arts and Sciences, The University of Tokyo, JAPAN",,,第一高等学校旧蔵資料,petit-102,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6b356c13-2a7d-43d3-3439-66ec29069e6a/manifest,,,,,1
