タイトル,資料番号,サブコレクション,内容分類,資料分類,年月日,印刷分類,出版事項等,縦×横（cm）,別タイトル,備考,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,コレクション,IIIFマニフェストURI,ソート用項目,西暦,# of media
dcterms:title,dcterms:identifier,bibo:volume,dcterms:subject,dcterms:type,dcterms:date,dcterms:format,dcterms:publisher,dcterms:extent,dcterms:alternative,archiveshub:note,bibo:identifier,dcterms:isPartOf,dcterms:relation,dcterms:rights,foaf:thumbnail,rdfs:seeAlso,sc:attributionLabel,sc:viewingDirection,uterms:databaseLabel,uterms:manifestUri,uterms:sort,uterms:year,772
寛政四年四月朔日島原雲仙嶽焼崩一件写,II-02-033,石本コレクションII,災害,書付,寛政4年4月1日,墨一色,,,,本来は2枚続,c40168da-4e53-49a0-8718-3be8c3581356,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/c40168da-4e53-49a0-8718-3be8c3581356,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56268/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56083,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c40168da-4e53-49a0-8718-3be8c3581356/manifest,1069,1792,2
御府内御屋敷方市中共地震類焼場所明細書之冩兼街道筋近郷聞書,II-02-034,石本コレクションII,災害,書付(冊子),安政2年10月2日,二色,安政2年10月26日改 安政3辰年正月9日写之 小羽氏,,,7枚綴,f40e1fbb-3f24-4dc8-ba7d-54bd609944cd,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/f40e1fbb-3f24-4dc8-ba7d-54bd609944cd,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56270/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56084,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f40e1fbb-3f24-4dc8-ba7d-54bd609944cd/manifest,1070,1855,14
[七月二日京都大地震に付御番衆大木市左衛門より申し越し候書面畧書状写],II-02-035,石本コレクションII,災害,書付(冊子),文政13年7月2日,二色,,,,11枚綴,2b879423-85fe-4cea-baea-20cc4208d437,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/2b879423-85fe-4cea-baea-20cc4208d437,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56284/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56085,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2b879423-85fe-4cea-baea-20cc4208d437/manifest,1071,1830,12
信濃大地震,II-02-036,石本コレクションII,災害,書付,弘化4年3月24日,墨一色,4月8日大坂御道守喜兵衛(出),,,,6e37e8da-5b85-497d-a808-37c36ce52017,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/6e37e8da-5b85-497d-a808-37c36ce52017,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56296/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56086,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6e37e8da-5b85-497d-a808-37c36ce52017/manifest,1072,1847,2
弘化丁未春三月廿四日信州大地震山頽川塞湛水之図,II-03-001,石本コレクションII,災害,絵図,弘化4年3月24日,多色,俟命館蔵,,,畳もの,be244dfd-c90a-4246-9515-37c207e88d35,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/be244dfd-c90a-4246-9515-37c207e88d35,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56298/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56087,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/be244dfd-c90a-4246-9515-37c207e88d35/manifest,1073,1847,2
安房国鋸山日本禅寺真景方角図絵,II-03-002,石本コレクションII,名所案内,絵図,文政12年11月,多色,彫工施主 東都馬喰町2丁目 永寿堂西村与八,,,畳もの,042cfa10-cdfd-49b5-a874-de2e7b01ec27,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/042cfa10-cdfd-49b5-a874-de2e7b01ec27,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56300/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56088,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/042cfa10-cdfd-49b5-a874-de2e7b01ec27/manifest,1074,1829,2
一本木温泉之記,II-03-003,石本コレクションII,名所案内,絵図,文政9年7月,墨一色,涼々堂板,,,畳もの,54962436-91be-463e-ae2c-f6492a08f0a2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/54962436-91be-463e-ae2c-f6492a08f0a2,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56302/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56089,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/54962436-91be-463e-ae2c-f6492a08f0a2/manifest,1075,1826,2
信濃国大地震火災水難地方全図,II-03-004,石本コレクションII,災害,絵図,弘化4年3月24日,多色,稲荷山住 宮匠,,,畳もの,aef7f7cd-4f89-45ed-a418-5bee7deebf27,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/aef7f7cd-4f89-45ed-a418-5bee7deebf27,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56304/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56090,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/aef7f7cd-4f89-45ed-a418-5bee7deebf27/manifest,1076,1847,3
泉州堺津波之絵図,II-03-005,石本コレクションII,災害,かわら版,嘉永7年11月5日,二色,,,,同資料:I-02-065,eea52f09-2bc8-4bd6-9bf9-0113639b1872,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/eea52f09-2bc8-4bd6-9bf9-0113639b1872,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56307/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56091,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/eea52f09-2bc8-4bd6-9bf9-0113639b1872/manifest,1077,1854,2
駿河国富士山表口全図 直立一千四百十七丈,II-03-006,石本コレクションII,名所案内,絵図,明治11年,墨一色,明治11年6月届 静岡県平民藤田与一郎,,,畳もの,a2e9281a-72d0-4d89-9fb4-193525f2f7f6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/a2e9281a-72d0-4d89-9fb4-193525f2f7f6,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56309/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56092,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a2e9281a-72d0-4d89-9fb4-193525f2f7f6/manifest,1078,1878,2
万歳楽鯰大危事,II-03-007,石本コレクションII,災害,鯰絵,安政2年10月2日,多色,,,,II-03-007からII-03-011は巻子1軸仕立,354b6534-0849-4130-99db-8e702886801e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/354b6534-0849-4130-99db-8e702886801e,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56311/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56093,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/354b6534-0849-4130-99db-8e702886801e/manifest,1079,1855,1
[震動大炊頭音鳴一枚武鑑],II-03-008,石本コレクションII,武鑑,摺物,安政2年10月2日,墨一色,,,,II-03-007からII-03-011は巻子1軸仕立,71abec64-0094-44b5-a4c2-e586c9f019b3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/71abec64-0094-44b5-a4c2-e586c9f019b3,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56312/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56094,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/71abec64-0094-44b5-a4c2-e586c9f019b3/manifest,1080,1855,1
ゆるがぬ御代要之石寿栄,II-03-009,石本コレクションII,災害,摺物,安政2年10月2日,多色,,,,II-03-007からII-03-011は巻子1軸仕立|同資料:I-01-013,8503da0e-6602-4c4d-ba66-a6756cb5d84b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/8503da0e-6602-4c4d-ba66-a6756cb5d84b,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56313/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56095,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8503da0e-6602-4c4d-ba66-a6756cb5d84b/manifest,1081,1855,1
震火水雷身要慎,II-03-010,石本コレクションII,災害,摺物,安政2年10月2日,墨一色,,,,II-03-007からII-03-011は巻子1軸仕立|7枚もの,68207ecd-aa80-4e3a-8e81-ac3361759748,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/68207ecd-aa80-4e3a-8e81-ac3361759748,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56314/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56096,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/68207ecd-aa80-4e3a-8e81-ac3361759748/manifest,1082,1855,1
御江戸関八州大地震出火巨細記,II-03-011,石本コレクションII,災害,摺物,安政2年10月2日,墨一色,,,,II-03-007からII-03-011は巻子1軸仕立|3枚もの(小1枚・大2枚),1cf57b79-c345-46ce-9012-9004e34e1a76,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/1cf57b79-c345-46ce-9012-9004e34e1a76,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56315/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56097,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1cf57b79-c345-46ce-9012-9004e34e1a76/manifest,1083,1855,1
証果増進之図,II-03-012,石本コレクションII,仏教,摺物,,墨一色,,,,,ae9a392f-7b9c-46e2-a0c7-38cdd31ab0ba,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/ae9a392f-7b9c-46e2-a0c7-38cdd31ab0ba,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56316/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56098,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ae9a392f-7b9c-46e2-a0c7-38cdd31ab0ba/manifest,1084,,2
[極楽浄土双六],II-03-013,石本コレクションII,双六,摺物,,墨一色,,,,,237f408d-d2a1-41af-9d7f-75dc5ac4b481,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/237f408d-d2a1-41af-9d7f-75dc5ac4b481,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56318/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56099,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/237f408d-d2a1-41af-9d7f-75dc5ac4b481/manifest,1085,,3
三国第一富士山禅定図,II-03-014,石本コレクションII,名所案内,摺物,,墨一色,,,,II-03-014からII-03-014は2枚続,fdbbd3d9-f6bc-49b8-a37a-79a89df91230,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/fdbbd3d9-f6bc-49b8-a37a-79a89df91230,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56321/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56100,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fdbbd3d9-f6bc-49b8-a37a-79a89df91230/manifest,1086,,2
富士山神宮麓八海北口正面略絵図,II-03-015,石本コレクションII,名所案内,摺物,,墨一色,吉田住御師 渡部丹後守,,,II-03-014からII-03-014は2枚続|I-10-018と同種,d48929ec-f371-4f74-9574-b986a60be90a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d48929ec-f371-4f74-9574-b986a60be90a,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56323/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56101,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d48929ec-f371-4f74-9574-b986a60be90a/manifest,1087,,1
磐梯山噴火略図,II-03-016,石本コレクションII,災害,絵図,明治21年,二色,明治21年7月26日印刷 同年7月28日出版 印刷著作兼発行者 下谷区元黒門町6番地 並川善六,,,附:説明文,2f07c181-6010-4f9f-b767-2b8f6c45703f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/2f07c181-6010-4f9f-b767-2b8f6c45703f,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56324/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56102,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2f07c181-6010-4f9f-b767-2b8f6c45703f/manifest,1088,1888,2
富士山禅定図,II-03-017,石本コレクションII,名所案内,摺物,,多色,富士山村山大鏡坊蔵板 弘所 関臣龍,,,,31f24049-731d-405e-abd4-57e7569838a5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/31f24049-731d-405e-abd4-57e7569838a5,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56326/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56103,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/31f24049-731d-405e-abd4-57e7569838a5/manifest,1089,,2
酒田街震災実査図,II-03-018,石本コレクションII,災害,摺物,明治27年10月22日,多色,明治27年11月2日著作発行人酒田町稲荷小路士族北條祐次郎 印刷人酒田町山椒小路永盛堂永田正蔵,,,,e957e398-91ec-4d6a-8c06-d15e6316ccb5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/e957e398-91ec-4d6a-8c06-d15e6316ccb5,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56328/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56104,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e957e398-91ec-4d6a-8c06-d15e6316ccb5/manifest,1090,1894,2
湯本温泉より諸方道法,II-03-019,石本コレクションII,名所案内,摺物,,多色,文仙堂画図・福佳九蔵板,,,,3e8148e4-c3ae-40cb-ad5c-0f2163193055,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/3e8148e4-c3ae-40cb-ad5c-0f2163193055,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56330/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56105,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3e8148e4-c3ae-40cb-ad5c-0f2163193055/manifest,1091,,2
美濃国大垣市街精図,II-03-020,石本コレクションII,災害,摺物,明治26年4月1日-5月3日,多色,明治26年3月29日印刷 出版 岐阜県安八郡大垣町字竹嶋90番戸 著者兼発行者 平野粂治郎 岐阜県安八郡大垣町宮郭町105番戸 印刷者 野田達助,,,震災死亡者追弔会西国三拾三所各御本尊聨合開扉,f9f5a0e5-5523-46fe-8f8a-e9051edd4089,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/f9f5a0e5-5523-46fe-8f8a-e9051edd4089,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56332/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56106,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f9f5a0e5-5523-46fe-8f8a-e9051edd4089/manifest,1092,1893,2
[犬吠埼燈台にて行楽の図],II-03-021,石本コレクションII,名所案内,摺物,明治7?年,多色,東京日本橋通2丁目丸屋鉄次郎梓 片田彫長 曜斉国輝摸写 梅堂国政補助 松本岩吉,,,2枚続,351b31ed-d10e-46ad-ae0d-02c4d13d34bb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/351b31ed-d10e-46ad-ae0d-02c4d13d34bb,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56334/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56107,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/351b31ed-d10e-46ad-ae0d-02c4d13d34bb/manifest,1093,1874,2
温泉略記,II-03-022,石本コレクションII,名所案内,摺物,明治15年,多色,京橋区南紺ヤ丁27番地 画工安藤徳兵ヱ 同区南伝馬町1丁目2バンチ 出版人林吉蔵,,,同資料:I-09-007,8a8e94b4-b5a4-4fe4-86e2-0d2798338c82,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/8a8e94b4-b5a4-4fe4-86e2-0d2798338c82,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56336/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56108,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8a8e94b4-b5a4-4fe4-86e2-0d2798338c82/manifest,1094,1882,2
[三宝荒神画像],II-03-023,石本コレクションII,仏教,彩色画,,多色,,,,巻子,e40c57f2-3287-4939-9016-126b7dc67a2c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/e40c57f2-3287-4939-9016-126b7dc67a2c,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,"https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56338/full/200,151/0/default.jpg",https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56109,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,石本コレクション,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e40c57f2-3287-4939-9016-126b7dc67a2c/manifest,1095,,2
