タイトル,タイトルよみ,請求記号,形態,刊写の別,注記,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
dcterms:title,dcndl:titleTranscription,dcndl:callNumber,bibo:numVolumes,dcterms:type,dcterms:description,iiif viewer,bibo:identifier,dcterms:isPartOf,dcterms:relation,dcterms:rights,foaf:thumbnail,rdfs:seeAlso,sc:attributionLabel,sc:viewingDirection,sc:viewingHint,uterms:databaseLabel,uterms:sort,uterms:year,uterms:manifestUri,uterms:searchApiUri,uterms:annotedManifest,uterms:linkToTapas,uterms:rtf,7
阿蘭陀加比丹並妻子等之図,おらんだかぴたんならびにさいしらのず,A00:4684,1軸,写,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f9e2474b-1945-48ed-3635-6fa51f2d49af.json,f9e2474b-1945-48ed-3635-6fa51f2d49af,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/orandakapitan/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/orandakapitan/document/f9e2474b-1945-48ed-3635-6fa51f2d49af,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7899a271fbc726c6ae3686dd9dcb1e55b86373d6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/533719,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,阿蘭陀加比丹並妻子等之図,10000001,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f9e2474b-1945-48ed-3635-6fa51f2d49af/manifest,,,,,7
