農政全書 60巻 ; 卷之22-24,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002928921,,,,,,駒場図書館,193080,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8d90b99e-65f1-30ea-2820-ebec19d3865e.json,8d90b99e-65f1-30ea-2820-ebec19d3865e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/8d90b99e-65f1-30ea-2820-ebec19d3865e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/052744b2a7f71faf633590558a01225c1ddc2c88.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683799,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8d90b99e-65f1-30ea-2820-ebec19d3865e/manifest,,,,,74
農政全書 60巻 ; 卷之25-27,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002928939,,,,,,駒場図書館,193090,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/830b9204-a466-2212-4eca-cc4678659d62.json,830b9204-a466-2212-4eca-cc4678659d62,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/830b9204-a466-2212-4eca-cc4678659d62,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0fb1e0a5bf7a00551efb190b3a603a94cfd6c19c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683798,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/830b9204-a466-2212-4eca-cc4678659d62/manifest,,,,,68
農政全書 60巻 ; 卷之28-29,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002928947,,,,,,駒場図書館,193100,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8c661104-40ef-2a3a-75f2-69ca66347486.json,8c661104-40ef-2a3a-75f2-69ca66347486,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/8c661104-40ef-2a3a-75f2-69ca66347486,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/db1ef8f9a9c83e12f5b32b04e2f55759700f4ad0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683797,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8c661104-40ef-2a3a-75f2-69ca66347486/manifest,,,,,60
農政全書 60巻 ; 卷之30-31,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002928954,,,,,,駒場図書館,193110,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2a7e83b5-8957-9022-00d8-50a706c90f37.json,2a7e83b5-8957-9022-00d8-50a706c90f37,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/2a7e83b5-8957-9022-00d8-50a706c90f37,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/699c4246fb1e90d05bd671f6b680772b80fdb147.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683796,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2a7e83b5-8957-9022-00d8-50a706c90f37/manifest,,,,,59
農政全書 60巻 ; 卷之32-34,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002928962,,,,,,駒場図書館,193120,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/06091124-49ee-0bab-1f65-b894d188981b.json,06091124-49ee-0bab-1f65-b894d188981b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/06091124-49ee-0bab-1f65-b894d188981b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f8f9f013e3a36b5fab68f2cd2fa890f1aef2bf40.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683795,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/06091124-49ee-0bab-1f65-b894d188981b/manifest,,,,,66
農政全書 60巻 ; 卷之35-37,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002928970,,,,,,駒場図書館,193130,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/153b3520-170b-4ccd-8a21-a55e63c42e69.json,153b3520-170b-4ccd-8a21-a55e63c42e69,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/153b3520-170b-4ccd-8a21-a55e63c42e69,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/48ff5b0807cfaf5782bcc0aa0cd447758642e91a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683794,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/153b3520-170b-4ccd-8a21-a55e63c42e69/manifest,,,,,73
農政全書 60巻 ; 卷之38-40,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002928988,,,,,,駒場図書館,193140,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8974be9a-3c34-5787-03b7-bf0c9d267118.json,8974be9a-3c34-5787-03b7-bf0c9d267118,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/8974be9a-3c34-5787-03b7-bf0c9d267118,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/46eb601116420194067467dfe54006c3f88c5d42.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683793,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8974be9a-3c34-5787-03b7-bf0c9d267118/manifest,,,,,70
農政全書 60巻 ; 卷之41-42,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002928996,,,,,,駒場図書館,193150,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/81c187ca-5309-3b54-44e7-ca8f474a4935.json,81c187ca-5309-3b54-44e7-ca8f474a4935,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/81c187ca-5309-3b54-44e7-ca8f474a4935,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e0c33613f688b3157770ab4aa97f12ac11ba63ce.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683792,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81c187ca-5309-3b54-44e7-ca8f474a4935/manifest,,,,,73
農政全書 60巻 ; 卷之43-44,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002929002,,,,,,駒場図書館,193160,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/eb9ea741-9c93-0bf6-49ae-b621a4410d50.json,eb9ea741-9c93-0bf6-49ae-b621a4410d50,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/eb9ea741-9c93-0bf6-49ae-b621a4410d50,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/758e32de6ffb06630af4f9a89ef08b8951129424.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683791,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/eb9ea741-9c93-0bf6-49ae-b621a4410d50/manifest,,,,,72
農政全書 60巻 ; 卷之45-46,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002929010,,,,,,駒場図書館,193170,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/91211bf4-83eb-15f9-a4e0-c0af69290f17.json,91211bf4-83eb-15f9-a4e0-c0af69290f17,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/91211bf4-83eb-15f9-a4e0-c0af69290f17,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fb3ded0079cd99baa6577a87cc1ca45cfa395009.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683790,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/91211bf4-83eb-15f9-a4e0-c0af69290f17/manifest,,,,,60
農政全書 60巻 ; 卷之47-48,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002929028,,,,,,駒場図書館,193180,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/bdd6c6dd-7c30-7649-1ad3-74ee5e136b2e.json,bdd6c6dd-7c30-7649-1ad3-74ee5e136b2e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/bdd6c6dd-7c30-7649-1ad3-74ee5e136b2e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/87910351a87c413f40aec0a396c3218fb08deb75.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683789,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bdd6c6dd-7c30-7649-1ad3-74ee5e136b2e/manifest,,,,,71
農政全書 60巻 ; 卷之49-50,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002929036,,,,,,駒場図書館,193190,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/45abeaf6-0c4e-0a64-32f5-7b7e48ec4874.json,45abeaf6-0c4e-0a64-32f5-7b7e48ec4874,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/45abeaf6-0c4e-0a64-32f5-7b7e48ec4874,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/72e87d50e4ce5b0be086a586aa319e24d5f1ae21.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683788,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/45abeaf6-0c4e-0a64-32f5-7b7e48ec4874/manifest,,,,,68
農政全書 60巻 ; 卷之51-53,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002929044,,,,,,駒場図書館,193200,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6d760a2b-567b-92d7-3147-490b42c49247.json,6d760a2b-567b-92d7-3147-490b42c49247,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/6d760a2b-567b-92d7-3147-490b42c49247,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c2f78ead63e2b94a7f8fbfba2a1eaea3fbd5c7c8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683787,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6d760a2b-567b-92d7-3147-490b42c49247/manifest,,,,,88
農政全書 60巻 ; 卷之54-55,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002929051,,,,,,駒場図書館,193210,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5efc1b1b-1411-8154-2e7d-5dcb49b94192.json,5efc1b1b-1411-8154-2e7d-5dcb49b94192,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/5efc1b1b-1411-8154-2e7d-5dcb49b94192,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1ce9963f135533e0b8e47404bf9d6f15cd8b92c7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683786,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5efc1b1b-1411-8154-2e7d-5dcb49b94192/manifest,,,,,66
農政全書 60巻 ; 卷之56-58,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002929069,,,,,,駒場図書館,193220,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6bd3c8ff-2901-3fd8-6f5e-6f724cf62854.json,6bd3c8ff-2901-3fd8-6f5e-6f724cf62854,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/6bd3c8ff-2901-3fd8-6f5e-6f724cf62854,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/357bd8346031de51769b6aac9a80476235e3f8f7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683785,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6bd3c8ff-2901-3fd8-6f5e-6f724cf62854/manifest,,,,,81
農政全書 60巻 ; 卷之59-60,"農政全書 60巻 / (明) 徐光啓纂輯 ; (明) 張國維鑒定 ; (明) 方岳貢同鑒 ; 卷之1-2 - 卷之59-60. -- [出版者不明], [崇禎頃]. -- 24冊 ; 25.7×15.9cm.",D1:193,3002929077,,,,,,駒場図書館,193230,,ノウセイ ゼンショ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/953a66fd-117d-0e03-0492-756ee5f59c34.json,953a66fd-117d-0e03-0492-756ee5f59c34,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/953a66fd-117d-0e03-0492-756ee5f59c34,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8c81a525721e6e7fbe43e93a0d4ebd2417221068.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683784,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/953a66fd-117d-0e03-0492-756ee5f59c34/manifest,,,,,69
農桑輯要 7巻 ; 卷1-4,"農桑輯要 7巻 / (元) 司農司撰 ; 卷1-4, 卷5-7. -- [出版者不明], [乾隆38 (1773)]. -- 2冊 ; 27.7×17.0cm.",D1:195,3002929283,,,,,,駒場図書館,195000,,ノウソウ シュウヨウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8eaf7f5b-91a8-688c-3be3-7cab4eb435a5.json,8eaf7f5b-91a8-688c-3be3-7cab4eb435a5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/8eaf7f5b-91a8-688c-3be3-7cab4eb435a5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cc7d58c82f9347344e83e2f4a8ebf6262b1531fb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683783,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8eaf7f5b-91a8-688c-3be3-7cab4eb435a5/manifest,,,,,99
農桑輯要 7巻 ; 卷5-7,"農桑輯要 7巻 / (元) 司農司撰 ; 卷1-4, 卷5-7. -- [出版者不明], [乾隆38 (1773)]. -- 2冊 ; 27.7×17.0cm.",D1:195,3002929291,,,,,,駒場図書館,195010,,ノウソウ シュウヨウ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2d9342ee-0111-5fe1-55d7-6c3f91fd3f62.json,2d9342ee-0111-5fe1-55d7-6c3f91fd3f62,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/2d9342ee-0111-5fe1-55d7-6c3f91fd3f62,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a048436fcb1f2848088d56152f470cc60d9115d4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683782,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2d9342ee-0111-5fe1-55d7-6c3f91fd3f62/manifest,,,,,76
花暦百詠 2巻坿百花賦考百花和稱 ; 卷上,"花暦百詠 2巻坿百花賦考百花和稱 / (清) 翁長祚著 ; 卷上, 卷下. -- 須原屋源助, 文政7 [1824] 序. -- 2冊 ; 23.2×15.8cm.",E1:284,3002931792,,,,,,駒場図書館,284000,,カレキ ヒャクエイ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7bccb535-897a-6d28-a344-1c409d07a27c.json,7bccb535-897a-6d28-a344-1c409d07a27c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/7bccb535-897a-6d28-a344-1c409d07a27c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8566430e5c8dd00296c51dd3359a0abfb0600b55.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683781,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7bccb535-897a-6d28-a344-1c409d07a27c/manifest,,,,,43
花暦百詠 2巻坿百花賦考百花和稱 ; 卷下,"花暦百詠 2巻坿百花賦考百花和稱 / (清) 翁長祚著 ; 卷上, 卷下. -- 須原屋源助, 文政7 [1824] 序. -- 2冊 ; 23.2×15.8cm.",E1:284,3002931800,,,,,,駒場図書館,284010,,カレキ ヒャクエイ,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b9399a52-6f6b-8d84-947d-268abc728d2b.json,b9399a52-6f6b-8d84-947d-268abc728d2b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/honzosho/document/b9399a52-6f6b-8d84-947d-268abc728d2b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/abdd6f3bffea60971052c214bc49755e8f2085b0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/683780,"東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,駒場図書館所蔵資源科学研究所本草書コレクション,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b9399a52-6f6b-8d84-947d-268abc728d2b/manifest,,,,,45
