タイトル,書名よみ,形態,他の書名,注記,分類,OPAC,請求記号,Source Identifier,Date,Publisher,Type,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
dcterms:title,dcndl:transcription,dcterms:extent,dcndl:alternative,archiveshub:note,dcterms:subject,dcterms:references,dcndl:callNumber,dcndl:sourceIdentifier,dcterms:date,dcterms:publisher,dcterms:type,iiif viewer,bibo:identifier,dcterms:isPartOf,dcterms:relation,dcterms:rights,foaf:thumbnail,rdfs:seeAlso,sc:attributionLabel,sc:viewingDirection,sc:viewingHint,uterms:databaseLabel,uterms:sort,uterms:year,uterms:manifestUri,uterms:searchApiUri,uterms:annotedManifest,uterms:linkToTapas,uterms:rtf,50331
五人娘 / 宮古路国太夫正本,ごにんむすめ,13丁 ; 22cm,逢歸橋涙の雪柱,原題簽:「逢歸橋涙の雪柱」|刊記:京都・芳野屋佐兵衞板|刊年:[享保十二年以降],諸派,,E22:776:930|A00:霞亭:930,東京大学総合図書館霞亭文庫目録930,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6ef2d947-1a73-4e01-ab2b-caea2e284b51.json,6ef2d947-1a73-4e01-ab2b-caea2e284b51,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/6ef2d947-1a73-4e01-ab2b-caea2e284b51,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/05cf16deb19cd0cdd8a5c887fd6c77d1b5b8b794.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40499,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0930,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6ef2d947-1a73-4e01-ab2b-caea2e284b51/manifest,,,,,16
加賀お菊妹背中酌 / 宮古路豊後掾正本,かがのおきくいもせのなかくみ,16丁半 ; 21cm,,刊記:正本おろし所・本屋鰹六板|刊年:[享保頃],諸派,,E22:776:931|A00:霞亭:931,東京大学総合図書館霞亭文庫目録931,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3825da6b-f977-40bf-af77-1e922b72af7b.json,3825da6b-f977-40bf-af77-1e922b72af7b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/3825da6b-f977-40bf-af77-1e922b72af7b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fe8ea8acb8ced973f39e7bb08133e0254a7a1048.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40500,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0931,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3825da6b-f977-40bf-af77-1e922b72af7b/manifest,,,,,19
助六心中並せみのぬけがら / 宮古路豊後掾正本,すけろくしんじゅうならびにせみのぬけがら,9丁 : 挿絵 ; 22cm,,刊記:大坂・正本屋平兵衞板|刊年:[享保頃],諸派,,E22:776:932|A00:霞亭:932,東京大学総合図書館霞亭文庫目録932,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c5d30a88-c424-4d63-8020-c7e33d804d5e.json,c5d30a88-c424-4d63-8020-c7e33d804d5e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/c5d30a88-c424-4d63-8020-c7e33d804d5e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9f82c99aa9396fddeedfa07cfcab62c62f06115b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40501,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0932,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c5d30a88-c424-4d63-8020-c7e33d804d5e/manifest,,,,,12
土佐節 : 土佐少掾橘正勝段物集,とさぶし,142丁 ; 23cm,,内容:むらさき式部こすいの月見附あかしの前道行|刊記:武府城下/本問屋刋板|刊年:[享保頃],諸派,,E22:776:933|A00:霞亭:933,東京大学総合図書館霞亭文庫目録933,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e22d18bd-28d1-45bb-8201-e7a86e00d43b.json,e22d18bd-28d1-45bb-8201-e7a86e00d43b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/e22d18bd-28d1-45bb-8201-e7a86e00d43b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/06e5f4914d91dd20c6fc0a3d9eca713e68e350a5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40502,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0933,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e22d18bd-28d1-45bb-8201-e7a86e00d43b/manifest,,,,,146
玉かづら七人化粧,たまかずらしちにんげしょう,8丁半 : 挿絵 ; 22cm,玉黑髪七人化粧繪盡,"書題簽:「玉黑髪七人化粧繪盡」|浄瑠璃絵本七丁を合綴(第六丁欠), 原作宇治加賀掾正本|刊年:元文三年",諸派,,E22:776:934|A00:霞亭:934,東京大学総合図書館霞亭文庫目録934,元文三年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/bb9d78e4-d299-4464-ad47-930b52d04bca.json,bb9d78e4-d299-4464-ad47-930b52d04bca,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/bb9d78e4-d299-4464-ad47-930b52d04bca,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ff097fd30b344aac6af7c8ddc6b5d0572f3b5d49.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40503,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0934,1738,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bb9d78e4-d299-4464-ad47-930b52d04bca/manifest,,,,,12
大和国茜染 / 宮古路豊後掾正本,やまとのくにあかねぞめ,26丁半 ; 22cm,大和國茜染,内題:「大和國茜染」|刊記:京都・正本屋山本九兵衞板|刊年:[享保~元文頃],諸派,,E22:776:935|A00:霞亭:935,東京大学総合図書館霞亭文庫目録935,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c01a2f64-d909-4dc1-b88a-7b752a818943.json,c01a2f64-d909-4dc1-b88a-7b752a818943,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/c01a2f64-d909-4dc1-b88a-7b752a818943,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/06b51e25442ea86f0fc387bd27b737c5ae9d121f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40504,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0935,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c01a2f64-d909-4dc1-b88a-7b752a818943/manifest,,,,,30
(たるやおせん)嬲帯昔噂 / 鸚鵡万助作,たるやおせんふたえおびむかしのうわさ,12丁半 ; 22cm,樽屋おせん丸本,書外題:「樽屋おせん丸本」|刊記:正本所大坂・大和屋惣兵衞[ほか]|刊年:[元文頃],諸派,,E22:776:936|A00:霞亭:936,東京大学総合図書館霞亭文庫目録936,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8aff55f5-7b2a-4b8c-8bd9-1badf1efd820.json,8aff55f5-7b2a-4b8c-8bd9-1badf1efd820,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/8aff55f5-7b2a-4b8c-8bd9-1badf1efd820,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2af610b01ab90f3655074224cabb4e8c3550cbc9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40505,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0936,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8aff55f5-7b2a-4b8c-8bd9-1badf1efd820/manifest,,,,,15
(実悪目利)捷徑太平記 / 山東京伝作,じつあくめききちかみちたいへいき,9丁半 : 挿絵 ; 22cm,實惡目利捷徑太平記,原題簽:「實惡目利捷徑太平記」|刊記:江戸・板元蔦屋重三郎|刊年:享和四年,諸派,,E22:776:937|A00:霞亭:937,東京大学総合図書館霞亭文庫目録937,享和四年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/aeb17c2c-4fa4-4042-a082-e6aead0e59da.json,aeb17c2c-4fa4-4042-a082-e6aead0e59da,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/aeb17c2c-4fa4-4042-a082-e6aead0e59da,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ee5b290405cc425aaefa739e149eb24f59945c23.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40506,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0937,1804,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/aeb17c2c-4fa4-4042-a082-e6aead0e59da/manifest,,,,,14
都羽二重拍子扇,みやこはぶたえひょうしおうぎ,7冊 ; 23cm,都羽二重拍子扇,"八編八冊中、第八編欠|刊記:文政三, 正本板元江戸・文花堂塩屋庄三郎|「都羽二重拍子扇」は題簽から",諸派,,E22:776:938|A00:霞亭:938,東京大学総合図書館霞亭文庫目録938,文政三年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/68469fe9-f3ee-45c6-81ae-b758f8f0cf15.json,68469fe9-f3ee-45c6-81ae-b758f8f0cf15,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/68469fe9-f3ee-45c6-81ae-b758f8f0cf15,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f8a4b7982b50016a18d54a46edb8d0e355ebdd2b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40507,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0938,1820,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/68469fe9-f3ee-45c6-81ae-b758f8f0cf15/manifest,,,,,416
(著読本は曲亭馬琴浄瑠璃は立川焉馬)八犬義士誉勇猛 / 立川焉馬(二世)作,はっけんぎしほまれのいさおし,23丁半 : 挿絵 ; 23cm,八犬義士譽勇猛,原題簽:「八犬義士譽勇猛」|刊記:正本板元江戸・いがや勘右衞門|刊年: [嘉永以降],諸派,,E22:776:939|A00:霞亭:939,東京大学総合図書館霞亭文庫目録939,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9a3a8709-ca1c-4725-901a-529bea25c113.json,9a3a8709-ca1c-4725-901a-529bea25c113,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/9a3a8709-ca1c-4725-901a-529bea25c113,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/24b97422c8a0dd564e5712c4ff1f47bee3dd3693.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40508,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0939,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9a3a8709-ca1c-4725-901a-529bea25c113/manifest,,,,,26
富本十二段要集 / 富本豊前掾編,とみもとじゅうにだんようしゅう,23丁 ; 23cm,,"内容:嘉例壽|刊記:明治十六年三月,発兌・書肆松園堂",諸派,,E22:776:940|A00:霞亭:940,東京大学総合図書館霞亭文庫目録940,明治十六年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4223d616-6aea-471f-b8d0-88024c7afef4.json,4223d616-6aea-471f-b8d0-88024c7afef4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/4223d616-6aea-471f-b8d0-88024c7afef4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1c9481e83b4f083983a4037c50b1cf84cdc7eb30.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40509,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0940,1883,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4223d616-6aea-471f-b8d0-88024c7afef4/manifest,,,,,25
増補蝦蟆戦,ぞうほがまがっせん,19丁半 ; 22cm,増補蝦蟆戰,刊記:大坂・天滿屋新兵衞板|刊年:未詳,諸派,,E22:776:941|A00:霞亭:941,東京大学総合図書館霞亭文庫目録941,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b468cb02-d7c6-47bd-a572-7e16758164e5.json,b468cb02-d7c6-47bd-a572-7e16758164e5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/b468cb02-d7c6-47bd-a572-7e16758164e5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a2c1ad9bb57bcd0ddae3d0d26c031dbd20d369b0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40510,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0941,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b468cb02-d7c6-47bd-a572-7e16758164e5/manifest,,,,,22
ていかみちゆき,ていかみちゆき,11丁 : 挿絵 ; 23cm,,内容:新道成寺|刊年成立時:未詳,諸派,,E22:776:942|A00:霞亭:942,東京大学総合図書館霞亭文庫目録942,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a056977c-16ee-4f27-a564-8553e5adc612.json,a056977c-16ee-4f27-a564-8553e5adc612,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/a056977c-16ee-4f27-a564-8553e5adc612,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/316004c1d45a8a25dd6e4d53e4a77892acf28753.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40511,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0942,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a056977c-16ee-4f27-a564-8553e5adc612/manifest,,,,,14
うかれきやうげん / [山本遊学]作,うかれきょうげん,11丁 : 挿絵 ; 23cm,,刊年:[天和三年],狂言本,,E22:776:943|A00:霞亭:943,東京大学総合図書館霞亭文庫目録943,天和三年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8e9bbf1c-f95e-49a5-a446-0a04089b0946.json,8e9bbf1c-f95e-49a5-a446-0a04089b0946,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/8e9bbf1c-f95e-49a5-a446-0a04089b0946,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/980bb0bf99562b28d95f171787fa2d40e7267b36.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40512,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0943,1683,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8e9bbf1c-f95e-49a5-a446-0a04089b0946/manifest,,,,,14
日本阿闍世太子 / 津打治兵衛作,にっぽんあじゃせたいし,12丁 : 挿絵 ; 22cm,,刊年:[元禄七年],狂言本,,E22:776:944|A00:霞亭:944,東京大学総合図書館霞亭文庫目録944,元禄七年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/af471604-b133-429f-b383-0f9dd41818ca.json,af471604-b133-429f-b383-0f9dd41818ca,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/af471604-b133-429f-b383-0f9dd41818ca,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d428d50dab2d16151df0c9cb8e5809442ed143f1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40513,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0944,1694,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/af471604-b133-429f-b383-0f9dd41818ca/manifest,,,,,15
面向不背玉 / 白石彦兵衛作,めんこうふはいのたま,3巻2冊 : 挿絵 ; 23cm,,刊記:八文字屋八左衞門新板|刊年:元禄十年,狂言本,,E22:776:945|A00:霞亭:945,東京大学総合図書館霞亭文庫目録945,元禄十年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8d6fa462-92e7-4ca0-aac2-04662597ec03.json,8d6fa462-92e7-4ca0-aac2-04662597ec03,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/8d6fa462-92e7-4ca0-aac2-04662597ec03,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a17fe2b1ef9ab3c6c422df012e30e1baff79a620.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40514,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0945,1697,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8d6fa462-92e7-4ca0-aac2-04662597ec03/manifest,,,,,36
五頭大伴魔取 : 五番続,いつつがしらおおとものまとり,13丁 : 挿絵 ; 23cm,,"刊記:元祿十二, 三左衞門板",狂言本,,E22:776:946|A00:霞亭:946,東京大学総合図書館霞亭文庫目録946,元祿十二年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1ba4a84b-65db-4dd1-a726-645458598f2c.json,1ba4a84b-65db-4dd1-a726-645458598f2c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/1ba4a84b-65db-4dd1-a726-645458598f2c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/46510c4fd35f589004e0177e62ead66d49f754d0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40515,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0946,1699,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1ba4a84b-65db-4dd1-a726-645458598f2c/manifest,,,,,16
(吉野一重桜吾妻二本柳)出世隅田川 : 四番続 / 市河団十郎作,よしのはひとえざくらあづまのにほんやなぎしゅっせすみだがわ,9丁半 : 挿絵 ; 22cm,出世隅田川,刊記:かいふや新板|刊年:元禄十四年,狂言本,,E22:776:947|A00:霞亭:947,東京大学総合図書館霞亭文庫目録947,元禄十四年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/20b64ab3-43c1-47e8-9e09-8901243b1e27.json,20b64ab3-43c1-47e8-9e09-8901243b1e27,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/20b64ab3-43c1-47e8-9e09-8901243b1e27,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2e7f6bc025d25f8b9d0e4d40897287ab333f8f77.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40516,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0947,1701,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/20b64ab3-43c1-47e8-9e09-8901243b1e27/manifest,,,,,13
けいせい夫妻池 : 三番続,けいせいみょうといけ,8丁 : 挿絵 ; 22cm,夫妻池,原題簽:「夫妻池」|刊年:元禄十五年,狂言本,,E22:776:948|A00:霞亭:948,東京大学総合図書館霞亭文庫目録948,元禄十五年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e00eeb72-eca4-4437-9e54-19d93fc41090.json,e00eeb72-eca4-4437-9e54-19d93fc41090,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/e00eeb72-eca4-4437-9e54-19d93fc41090,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2275b518a0406a576bf3f9383a52b131fc855c17.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40517,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0948,1702,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e00eeb72-eca4-4437-9e54-19d93fc41090/manifest,,,,,10
(星合照手当流源氏)小栗十二段 / 市川団十郎(三升屋兵庫)作,ほしあいてるていまようげんじおぐりじゅうにだん,11丁半 : 挿絵 ; 23cm,小栗十二段,"原題簽:「小栗十二段」|刊記:元禄十六, 正本屋・小兵衞",狂言本,,E22:776:949|A00:霞亭:949,東京大学総合図書館霞亭文庫目録949,元禄十六,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dcf6943f-efb5-40db-a7c8-c89a726bc3b7.json,dcf6943f-efb5-40db-a7c8-c89a726bc3b7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/dcf6943f-efb5-40db-a7c8-c89a726bc3b7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6d09e971c97c64ba1c63a5a29d73f636d6b6ab65.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/40518,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0949,1703,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dcf6943f-efb5-40db-a7c8-c89a726bc3b7/manifest,,,,,18
