書名,書名ヨミ,その他の書名,請求記号,文庫整理番号,収録書総目録I-通巻番号,言語,資料種別,著者・編者,出版社,出版年,冊数,形態,備考,注記,文庫区分,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
東農津登 乾,,,A00:洒竹:26,洒0026,24,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/95a7bf66-7c58-420b-9d5b-29fa948e4d1e.json,95a7bf66-7c58-420b-9d5b-29fa948e4d1e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/95a7bf66-7c58-420b-9d5b-29fa948e4d1e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7d1fee387563ede36a6aac1fe657842315283178.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746516,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0024,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/95a7bf66-7c58-420b-9d5b-29fa948e4d1e/manifest,,,,,52
飛鳥山之記,,,A00:洒竹:27,洒0027,25,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/04009e6c-6e80-7490-22b8-fa7afb593e5c.json,04009e6c-6e80-7490-22b8-fa7afb593e5c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/04009e6c-6e80-7490-22b8-fa7afb593e5c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1ba0dd9e64ab14d272f8b312a540909926fe2c54.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746515,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0025,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/04009e6c-6e80-7490-22b8-fa7afb593e5c/manifest,,,,,25
吾妻舞,,,A00:洒竹:28,洒0028,26,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/db6b4b05-920b-2c2e-9926-77670f9a5341.json,db6b4b05-920b-2c2e-9926-77670f9a5341,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/db6b4b05-920b-2c2e-9926-77670f9a5341,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/df828d5c40d4d4f789cdc674e059c49c0b498677.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746514,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0026,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/db6b4b05-920b-2c2e-9926-77670f9a5341/manifest,,,,,83
秋の月,,,A00:洒竹:30,洒0030,27,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3a4eb5c6-2db9-490d-47a2-cfc9eca65a3a.json,3a4eb5c6-2db9-490d-47a2-cfc9eca65a3a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/3a4eb5c6-2db9-490d-47a2-cfc9eca65a3a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2897a322486355ce0441910fc7023f24af21611d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746513,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0027,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3a4eb5c6-2db9-490d-47a2-cfc9eca65a3a/manifest,,,,,28
あしの角,,,A00:洒竹:31,洒0031,28,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/74b3a1df-4a9d-3164-2b65-18a1842884ec.json,74b3a1df-4a9d-3164-2b65-18a1842884ec,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/74b3a1df-4a9d-3164-2b65-18a1842884ec,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ab37d37c9d2e2db1a6e636b63e666223d82d082a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746512,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0028,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/74b3a1df-4a9d-3164-2b65-18a1842884ec/manifest,,,,,29
翌のたのむ,,,A00:洒竹:32,洒0032,29,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/78f85aeb-6f9b-4974-3384-a727fc5334ac.json,78f85aeb-6f9b-4974-3384-a727fc5334ac,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/78f85aeb-6f9b-4974-3384-a727fc5334ac,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9c023556cbf2e1a7b96ecf9cb3926650a205c8de.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746511,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0029,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/78f85aeb-6f9b-4974-3384-a727fc5334ac/manifest,,,,,34
有磯海,,,A00:洒竹:34,洒0034,30,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/28a3a679-035e-73c7-2b69-469e72d522fb.json,28a3a679-035e-73c7-2b69-469e72d522fb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/28a3a679-035e-73c7-2b69-469e72d522fb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d02c4b9761d1e30f1e713292e3bc0c7216d7c055.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746510,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0030,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/28a3a679-035e-73c7-2b69-469e72d522fb/manifest,,,,,29
あきの夜,,,A00:洒竹:35,洒0035,31,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4a15f301-1f1b-70bb-713c-f47e04cc2e4b.json,4a15f301-1f1b-70bb-713c-f47e04cc2e4b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/4a15f301-1f1b-70bb-713c-f47e04cc2e4b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/237cb25d9c5d57dd5e61dc0aceb4faa642aee3a6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746509,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0031,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4a15f301-1f1b-70bb-713c-f47e04cc2e4b/manifest,,,,,36
あつまふり,,,A00:洒竹:37,洒0037,32,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3639a568-01d1-530a-8ad9-a61114840f22.json,3639a568-01d1-530a-8ad9-a61114840f22,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/3639a568-01d1-530a-8ad9-a61114840f22,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b199a619d41617eb4b3e9249c52f29b34db503d2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746508,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0032,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3639a568-01d1-530a-8ad9-a61114840f22/manifest,,,,,467
穴かしこ,,,A00:洒竹:38,洒0038,33,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f4e4024f-7411-54a4-89d0-2e5ec2c746d4.json,f4e4024f-7411-54a4-89d0-2e5ec2c746d4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/f4e4024f-7411-54a4-89d0-2e5ec2c746d4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/95d39b8e89ba050764cf6384cf4e3714ba1a500b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746507,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0033,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f4e4024f-7411-54a4-89d0-2e5ec2c746d4/manifest,,,,,24
曙草,,,A00:洒竹:41,洒0041,34,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7a106a71-8606-5664-474f-5d96ad7785b9.json,7a106a71-8606-5664-474f-5d96ad7785b9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/7a106a71-8606-5664-474f-5d96ad7785b9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f25613be270b83be176d900d494a81a6db783754.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746506,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0034,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7a106a71-8606-5664-474f-5d96ad7785b9/manifest,,,,,20
東もとり,,,A00:洒竹:42,洒0042,35,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cf80f645-6fe3-71c6-7189-92380ad500e0.json,cf80f645-6fe3-71c6-7189-92380ad500e0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/cf80f645-6fe3-71c6-7189-92380ad500e0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/68be3ac4911f6b17df05ee154998214766aa416c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746505,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0035,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cf80f645-6fe3-71c6-7189-92380ad500e0/manifest,,,,,20
吾妻錦,,,A00:洒竹:43,洒0043,36,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e7193d7f-188e-5874-8b38-a9d09c7e7b00.json,e7193d7f-188e-5874-8b38-a9d09c7e7b00,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/e7193d7f-188e-5874-8b38-a9d09c7e7b00,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9020ac7890ce38ec75ba4caab5dabcf979b839f7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746504,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0036,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e7193d7f-188e-5874-8b38-a9d09c7e7b00/manifest,,,,,40
暁傘,,,A00:洒竹:44,洒0044,37,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fb911781-7109-004b-6d59-c4b217cd4080.json,fb911781-7109-004b-6d59-c4b217cd4080,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/fb911781-7109-004b-6d59-c4b217cd4080,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/dce772feadfd99f98438ba6188b1b13ef8e48c90.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746503,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0037,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fb911781-7109-004b-6d59-c4b217cd4080/manifest,,,,,16
あみたかさ,,,A00:洒竹:45,洒0045,38,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/65f98dd5-88d4-8ea0-0b1f-eca13652218e.json,65f98dd5-88d4-8ea0-0b1f-eca13652218e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/65f98dd5-88d4-8ea0-0b1f-eca13652218e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7561d658efb9fc29fe47fade1001e34b83ee45ed.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746502,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0038,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/65f98dd5-88d4-8ea0-0b1f-eca13652218e/manifest,,,,,21
蟻つか,,,A00:洒竹:46,洒0046,39,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6bc00a4a-539e-0438-5103-5c89ce1e220e.json,6bc00a4a-539e-0438-5103-5c89ce1e220e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/6bc00a4a-539e-0438-5103-5c89ce1e220e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/752a23c7ab3b59684f3fb6ba7d7e1084b5c66ccd.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746501,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0039,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6bc00a4a-539e-0438-5103-5c89ce1e220e/manifest,,,,,151
阿かゑ,,,A00:洒竹:47,洒0047,40,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cf7b6ebf-7914-273a-189a-387cffe63039.json,cf7b6ebf-7914-273a-189a-387cffe63039,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/cf7b6ebf-7914-273a-189a-387cffe63039,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9d69a90045cbd803702dcfb610df07f65b90a948.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746500,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0040,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cf7b6ebf-7914-273a-189a-387cffe63039/manifest,,,,,41
秋かせの記,,,A00:洒竹:48,洒0048,41,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/48c3cdec-08a4-984f-01cf-d6325c5289e9.json,48c3cdec-08a4-984f-01cf-d6325c5289e9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/48c3cdec-08a4-984f-01cf-d6325c5289e9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/119d83486de777fca000f53849a1363d93fa0721.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746499,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0041,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/48c3cdec-08a4-984f-01cf-d6325c5289e9/manifest,,,,,62
安永犬筑波集 春部,,,A00:洒竹:49,洒0049,42,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/aead8e70-4ef3-7668-4b50-dfef15598ce5.json,aead8e70-4ef3-7668-4b50-dfef15598ce5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/aead8e70-4ef3-7668-4b50-dfef15598ce5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f78254848953d95c34decbd4fd62c8382be0291c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746498,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0042,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/aead8e70-4ef3-7668-4b50-dfef15598ce5/manifest,,,,,27
曙草紙,,,A00:洒竹:50,洒0050,43,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0f422e4f-3299-9e23-5684-320349b3922e.json,0f422e4f-3299-9e23-5684-320349b3922e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/0f422e4f-3299-9e23-5684-320349b3922e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4c91a1f79d69d591395d2cf4d42bc1eddc9789d9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746497,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0043,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0f422e4f-3299-9e23-5684-320349b3922e/manifest,,,,,41
歳旦帖,,,A00:洒竹:51,洒0051,44,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a711d65b-3b06-615e-6e0b-18b8ddc81a4f.json,a711d65b-3b06-615e-6e0b-18b8ddc81a4f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/a711d65b-3b06-615e-6e0b-18b8ddc81a4f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/04568c3bf2e33e85f665d10bddcadc40e5bc5cec.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746496,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0044,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a711d65b-3b06-615e-6e0b-18b8ddc81a4f/manifest,,,,,22
あみだかさ,,,A00:洒竹:53,洒0053,45,,,,,,,,国文学研究資料館「歴史的典籍NW事業」によるデジタル化,,洒竹文庫,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b5b58316-a784-56c2-4f76-6535602d8f78.json,b5b58316-a784-56c2-4f76-6535602d8f78,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/renga/document/b5b58316-a784-56c2-4f76-6535602d8f78,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0c93bf7cc686c34398448215464f69a42b03a119.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/746495,"東京大学総合図書館 General Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,連歌俳諧書集成(洒竹・竹冷・知十文庫),0045,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b5b58316-a784-56c2-4f76-6535602d8f78/manifest,,,,,35
