資料名	資料名冒頭ヨミ	成立年次1	数量	成立年次2（複数年にわたる場合）	トップフォルダ	階層記号	階層名	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
寄宿寮からの封書	キシュクリョウ	(1897-1906).04.11			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a615cf4b-819f-17ad-549d-5a04a5492302.json	a615cf4b-819f-17ad-549d-5a04a5492302	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/a615cf4b-819f-17ad-549d-5a04a5492302	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fc82ce84b551a7905528cd48a95298c67ad961d0.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539185	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0149		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a615cf4b-819f-17ad-549d-5a04a5492302/manifest					3
寄宿寮委員からの封書	キシュクリョウイイン	1909.02.22			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cbcbce75-36cb-4882-4112-211b46c726b4.json	cbcbce75-36cb-4882-4112-211b46c726b4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/cbcbce75-36cb-4882-4112-211b46c726b4	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3abca26c5aba74db0ab50344002e968c6d715599.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539186	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0150		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cbcbce75-36cb-4882-4112-211b46c726b4/manifest					4
寄宿寮委員からの封書	キシュクリョウイイン	1918.02.26			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/10634545-0c62-9684-9baf-4039880a0859.json	10634545-0c62-9684-9baf-4039880a0859	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/10634545-0c62-9684-9baf-4039880a0859	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/03e056257dd4fdeef5e1ad1891ad8434497defb5.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539187	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0151		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/10634545-0c62-9684-9baf-4039880a0859/manifest					3
寄宿寮委員からの封書	キシュクリョウイイン	1919.02.20			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ce3e3269-619d-3c75-9e7f-a774738d9cef.json	ce3e3269-619d-3c75-9e7f-a774738d9cef	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/ce3e3269-619d-3c75-9e7f-a774738d9cef	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f28370025db3d0cd74df5b38afac09ea08a2f51b.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539188	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0152		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ce3e3269-619d-3c75-9e7f-a774738d9cef/manifest					2
寄宿寮委員からの封書	キシュクリョウイイン	1920.02.20			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ef89cb68-33f2-1fb9-955f-31fbc6ee59f3.json	ef89cb68-33f2-1fb9-955f-31fbc6ee59f3	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/ef89cb68-33f2-1fb9-955f-31fbc6ee59f3	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/60342eab64dc6c079edd5d4e5493d3c0ce831148.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539189	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0153		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ef89cb68-33f2-1fb9-955f-31fbc6ee59f3/manifest					2
寄宿寮委員からの封書	キシュクリョウイイン	1920.05.04			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e9e3d070-3ddd-700e-5a06-f3c2c355617e.json	e9e3d070-3ddd-700e-5a06-f3c2c355617e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/e9e3d070-3ddd-700e-5a06-f3c2c355617e	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/353b5d6301b018261c785e29d4df656b0b22251d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539190	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0154		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e9e3d070-3ddd-700e-5a06-f3c2c355617e/manifest					4
寄宿寮委員からの葉書	キシュクリョウイイン	1911.02.23			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2262fea2-513e-832e-22bd-e85230d95a1f.json	2262fea2-513e-832e-22bd-e85230d95a1f	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/2262fea2-513e-832e-22bd-e85230d95a1f	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0b7845d67b555eca01dfaf0e572277f581089661.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539191	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0155		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2262fea2-513e-832e-22bd-e85230d95a1f/manifest					2
寄宿寮委員からの葉書	キシュクリョウイイン	1913.04.29			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7b087ce2-3948-150f-0c13-21e79eae3b32.json	7b087ce2-3948-150f-0c13-21e79eae3b32	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/7b087ce2-3948-150f-0c13-21e79eae3b32	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/16bf50b9dbd0bc81b2c8e68a930c5f14d6b396b8.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539192	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0156		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7b087ce2-3948-150f-0c13-21e79eae3b32/manifest					2
寄宿寮委員からの葉書	キシュクリョウイイン	1917.10.31			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7aab4a0f-8a2a-3cc7-577a-576bf44f0125.json	7aab4a0f-8a2a-3cc7-577a-576bf44f0125	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/7aab4a0f-8a2a-3cc7-577a-576bf44f0125	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/eee848f01d80883b0de19e65dff9fcc909adcdb4.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539193	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0157		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7aab4a0f-8a2a-3cc7-577a-576bf44f0125/manifest					2
永谷本郷警察署長から谷山初七郎宛の封書	ナガタニホンゴウ	1904.03.06			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/81062da5-6586-8810-20fa-dd5667118ebc.json	81062da5-6586-8810-20fa-dd5667118ebc	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/81062da5-6586-8810-20fa-dd5667118ebc	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/566ca0129af56bfcc29f4488eeb5f79c551a8669.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539194	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0158		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81062da5-6586-8810-20fa-dd5667118ebc/manifest					9
堀井考澄から飯島正之助宛の封書	ホリイタカスミ	1904.06.11			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0f4e3dd3-62f1-2065-8969-61aead4094a1.json	0f4e3dd3-62f1-2065-8969-61aead4094a1	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/0f4e3dd3-62f1-2065-8969-61aead4094a1	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/dcd40bd62ad94411c0f6b0c479b8aed1d1b99442.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539195	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0159		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0f4e3dd3-62f1-2065-8969-61aead4094a1/manifest					5
広井政章から今村有隣宛の封書	ヒロイマサアキ	(1897-1906).03.30			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ef198e8c-6279-47fb-2eab-73723761336c.json	ef198e8c-6279-47fb-2eab-73723761336c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/ef198e8c-6279-47fb-2eab-73723761336c	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e7a5cdf8a6864c9e813db02f4c3731112098582c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539196	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0160		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ef198e8c-6279-47fb-2eab-73723761336c/manifest					6
魚住診察所長から飯島正之助宛の封書	ウオズミシンサツ	(1897-1906)			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1ef932ea-8ba0-69fb-99c0-eff7389120ba.json	1ef932ea-8ba0-69fb-99c0-eff7389120ba	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/1ef932ea-8ba0-69fb-99c0-eff7389120ba	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4d54a802da88763b51713e23b389e3f4f4285ad2.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539197	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0161		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1ef932ea-8ba0-69fb-99c0-eff7389120ba/manifest					4
小野寮務掛から庶務掛宛の葉書	オノリョウム	1904.07.27			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a2e2ca29-12b7-25d5-267e-7822b52749b3.json	a2e2ca29-12b7-25d5-267e-7822b52749b3	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/a2e2ca29-12b7-25d5-267e-7822b52749b3	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fe44ce436669d8a177265293703a6f05b20a8303.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539198	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0162		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a2e2ca29-12b7-25d5-267e-7822b52749b3/manifest					2
三好長暉から谷山生徒監宛の葉書	ミヨシ	1904.08.12			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fd8da9cc-5c68-1ab0-981b-dfb9efb40492.json	fd8da9cc-5c68-1ab0-981b-dfb9efb40492	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/fd8da9cc-5c68-1ab0-981b-dfb9efb40492	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1a15ba3c423ecbcfd98595976f596f527f660a9d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539199	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0163		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fd8da9cc-5c68-1ab0-981b-dfb9efb40492/manifest					2
杉敏介から教務掛宛の葉書	スギトシスケ	1904.09.12			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d74bd0ec-2ba6-2fde-9f3a-4bdd33e108ee.json	d74bd0ec-2ba6-2fde-9f3a-4bdd33e108ee	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/d74bd0ec-2ba6-2fde-9f3a-4bdd33e108ee	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8cde6ac4d21edd7997fa0f9ebdf86c019e03d446.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539200	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0164		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d74bd0ec-2ba6-2fde-9f3a-4bdd33e108ee/manifest					2
卒業証書授与式関係封書	ソツギョウショウショ	1909.06.21			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5b7150e6-97a0-56f4-6310-6f20493e24cf.json	5b7150e6-97a0-56f4-6310-6f20493e24cf	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/5b7150e6-97a0-56f4-6310-6f20493e24cf	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c4736d65f2e5d83dca5937fceea99c00f8843b78.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539201	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0165		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5b7150e6-97a0-56f4-6310-6f20493e24cf/manifest					2
卒業証書授与式関係封書	ソツギョウショウショ	1910.06.28			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e00195f5-138f-6d88-8806-24c0e2df65f1.json	e00195f5-138f-6d88-8806-24c0e2df65f1	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/e00195f5-138f-6d88-8806-24c0e2df65f1	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/75ec442449a5f6e898d63e1fe908a4c3eae1a285.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539202	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0166		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e00195f5-138f-6d88-8806-24c0e2df65f1/manifest					3
卒業証書授与式関係封書	ソツギョウショウショ	1912.06.25			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7803665b-9a7f-3810-5787-84e9e0037b76.json	7803665b-9a7f-3810-5787-84e9e0037b76	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/7803665b-9a7f-3810-5787-84e9e0037b76	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2b203d3915c3d778cc49a3b62fe49c3e3251b883.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539203	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0167		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7803665b-9a7f-3810-5787-84e9e0037b76/manifest					2
卒業証書授与式関係封書	ソツギョウショウショ	1913.06.25			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6010c00b-1e42-3ecb-1de3-6b3f2a9899f0.json	6010c00b-1e42-3ecb-1de3-6b3f2a9899f0	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/6010c00b-1e42-3ecb-1de3-6b3f2a9899f0	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/231bce73d9d94e124633fa0fb8d11f2c9f67247d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539204	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0168		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6010c00b-1e42-3ecb-1de3-6b3f2a9899f0/manifest					2
卒業証書授与式関係封書	ソツギョウショウショ	1915.06.26			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a0c3c7d5-a104-a17c-020a-70d623db5f11.json	a0c3c7d5-a104-a17c-020a-70d623db5f11	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/a0c3c7d5-a104-a17c-020a-70d623db5f11	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/83bf007a0b3b313f8e633fbdd7039ec965a6d739.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539205	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0169		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a0c3c7d5-a104-a17c-020a-70d623db5f11/manifest					2
卒業証書授与式関係封書	ソツギョウショウショ	1916.06.26			第一高等学校関係文書	一高19	博士宛校務書簡	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6a17d5c8-9cab-5ce8-6506-7c3ee01d7fa4.json	6a17d5c8-9cab-5ce8-6506-7c3ee01d7fa4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kanok/document/6a17d5c8-9cab-5ce8-6506-7c3ee01d7fa4	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/582ecf7650ce47d4e83ae30ea233973af9939e44.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/539206	東京大学駒場図書館 Komaba Library, The University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		狩野亨吉文書	0170		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6a17d5c8-9cab-5ce8-6506-7c3ee01d7fa4/manifest					2
